UniqueIdentifier,Name,CASNumber,SRSID,SampleFractionRequired,AnalyticalMethodRequired,MethodSpeciationRequired,PickList,GroupName,DomainValueStatus,Description,ComparableName,LastChangeDate
63847,6-(Pentafluoroethyl)pyridin-3-ol,1346539-65-8,1988678,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63746,6-(Pentafluorosulfanyl)perfluorohexyl sulfonic acid,,1992442,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
62808,"6-(Perfluorobutyl)-3,3,5,5-tetrafluorohexanol 1-(dihydrogen phosphate) ammonium salt (1:2)",1025044-24-9,1988522,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
62726,"6-(Perfluorohexyl)-3,3,5,5-tetrafluorohexanol 1-(dihydrogen phosphate) ammonium salt (1:2)",1025044-26-1,1988523,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20331,6-(Perfluorohexyl)hexanol,161981-35-7,1844687,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
63740,6-(Perfluoromethoxy)perfluorohexane sulfonic acid,,1992443,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
16041,"6-(Propan-2-ylamino)-1H-1,3,5-triazine-2,4-dione",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
21556,"6-(Tridecafluorohexyl)-3-oxabicyclo[3.2.0]heptane-2,4-dione",842123-44-8,1849538,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
63789,"6-({[(3,3,4,4,4-Pentafluorobutyl)sulfanyl]carbonyl}amino)hexanal",,1992435,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63709,"6-({[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]carbonyl}amino)hexanal",,1992436,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63704,6-({[(Perfluorodecyl)ethylthio]carbonyl}amino)hexanal,,1992437,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63721,6-({[(Perfluorododecyl)thioethyl]carbonyl}amino)hexanal,,1992438,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63716,6-({[(Perfluorohexyl)ethylthio]carbonyl}amino)hexanal,,1992439,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63733,6-({[(Perfluorooctyl)ethylthio]carbonyl}amino)hexanal,,1992440,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63728,6-({[(Perfluorotetradecyl)ethylthio]carbonyl}amino)hexanal,,1992441,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
2952,"6-Acetyl-1,1,2,4,4,7-hexamethyltetralin",1506-02-1,709568,Y,N,N,N,"Organics, Other",Accepted,"1040;Request Date: 02-MAR-07| Organics, Other ; PFOA, Perfluorooctanoic Acid; 1040 ~ ",,2007-03-02T08:40:07-05:00
4172,6-Acetylmorphine,2784-73-8,,N,N,N,N,"Organics, Other",Accepted,; Request Date: 30-MAY-13,,2013-05-30T08:42:18-04:00
20076,"6-Amino-1,1,1,2,2,3,3-heptafluoro-7,7-dimethyloct-5-en-4-one",188838-46-2,1844698,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
16040,"6-Amino-1H-1,3,5-triazine-2,4-dione",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
18345,"6-Azido-2,2,3,3,4,4,5,5-octafluoro-2,3,4,5-tetrahydropyridine",89516-72-3,1849855,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
20065,"6-Bromo-1,1,1,2,2,3,3-heptafluoro-4,4-bis(trifluoromethyl)hexane",128454-91-1,1844699,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
18053,"6-Bromo-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene",922141-62-6,1973929,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
18144,"6-Bromo-2,2,3,3-tetrafluoro-2,3-dihydro-1,4-benzodioxine",141872-90-4,1851792,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
18454,"6-Bromo-5-chloro-5,6,6-trifluorohexan-2-one",155630-26-5,1851854,N,N,N,N,"Organics, Other",Accepted,,,2020-06-19T02:02:36-04:00
20050,"6-Bromo-8-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)quinolin-5-amine",917923-88-7,1844700,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
22339,"6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-1-hexanesulfonic acid",729554-00-1,1850135,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
18859,"6-Chloro-1,1,2,2,3,3,4,4,5,5,6,7-dodecafluoroheptane",651732-97-7,1849891,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:37-04:00
17956,"6-Chloro-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene",922141-61-5,1973928,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
63772,"6-Chloro-1-(3,3,4,4,4-pentafluorobutyl)-1H-indazole-3-carboximidamide",1350855-88-7,1988682,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
18766,"6-Chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoyl fluoride",335-52-4,1849359,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:37-04:00
64010,"6-Chloro-N-(2,2,3,3,4,4,4-heptafluorobutyl)-5-phenyl-1H-indazol-3-amine",,1992452,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17095,6-Chloro-perfluorohexanoate,127843-88-3,1851741,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
19815,6-Chloro-perfluorohexanoic acid,558-92-9,1849965,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
16039,6-Chloronicotinic acid,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
22030,6-Chloroperfluorohexylphosphonic acid,,1850111,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
25629,6-Ethyl-2-methyloctane,62016-19-7,17149733,N,N,N,N,Not Assigned,Accepted,,,2020-10-28T05:10:23-04:00
18319,6-Fluoro-2-(pentafluoroethyl)-1h-benzimidazole,5847-95-0,1973388,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
18755,6-H-Perfluorohexanoate,1696259-63-8,1851882,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:37-04:00
20038,6-H-Perfluorohexanoic acid,1726-50-7,1844702,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
26777,"6-Isocyanato-2,2,4,4-tetrefluoro-1,3-benzodioxene",40024-22-4,1983929,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
16485,6-Methoxy-5-(pentafluoroethyl)naphthalene-1-carbonitrile,112960-63-1,1851681,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:29-04:00
22798,6-Methoxy-5-(pentafluoroethyl)naphthalene-1-carboxylic acid,103654-81-5,1851628,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
20136,6-Methoxyquinolin-4-yl nonafluorobutane-1-sulfonate,1161941-02-1,1844704,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20121,"6-Methyl-2-(undecafluoropentyl)-1,3-benzoxazole",93416-26-3,1844705,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
22565,6-Methyl-4-(tridecafluorohexyl)pyrimidine-2(1H)-thione,240801-02-9,1849130,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
16038,6-Methylchrysene,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
7243,6-Methyltetraline,1680-51-9,,N,N,N,N,Not Assigned,Accepted,; Request Date: 13-AUG-18,,2018-08-13T08:57:10-04:00
5242,6-Methyltridecane,13287-21-3,,N,N,N,N,Not Assigned,Accepted,; Request Date: 23-APR-15,,2015-04-23T01:08:28-04:00
20110,6-Nitro-2-(pentafluoroethyl)-1H-benzimidazole,4229-01-0,1844706,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
21787,6-Oxoperfluorooctanesulfonic acid,,1850124,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
489,6-Phenyldodecane,2719-62-2,52450145,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
490,6-Phenyltetradecane,4534-55-8,52450244,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
491,6-Phenyltridecane,4534-49-0,52450186,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
492,6-Phenylundecane,4537-14-8,52450350,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
9162,6-Propan-2-ylidenebicyclo[3.1.0]hexane,24524-58-1,,N,N,N,N,Not Assigned,Accepted,,,2020-01-23T08:25:27-05:00
30940,"6-Quinolinemethanol, 1,2,3,4-tetrahydro-.alpha.,.alpha.-bis(trifluoromethyl)-",65797-52-6,1984246,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-23T11:32:45-05:00
20423,"6-[(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)oxy]-1,3,5-triazine-2,4-diamine",57338-65-5,1844696,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20785,"6-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]hexanoic acid",522634-15-7,1850013,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20412,"6-[(4,6-Dimethylpyrimidin-2-yl)sulfanyl]-3-(heptafluoropropyl)[1,2,4]triazolo[4,3-b]pyridazine",351346-36-6,1844697,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
63473,"6-[(Perfluoro-1-oxoundecyl)amino]hexanoic acid, ammonium salt (1:1)",83952-11-8,1989656,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
18270,"6-[1,2,2,2-Tetrafluoro-1-(trifluoromethyl)ethyl]-2,4(1H,3H)-quinazolinedione",1433216-71-7,1851801,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
26755,"6-chloro-N-[3-[(6-chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoyl)amino]-2,2-dimethylpropyl]-2,2,3,3,4,4,5,5,6,6-decafluor",101913-89-7,1983350,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
21788,"6-chloro-N-[3-[(6-chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoyl)amino]-2,2-dimethylpropyl]-2,2,3,3,4,4,5,5,6,6-decafluorohexanamide",6396-81-2,1849060,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
64049,6:1 Fluorotelomer amino ethyl trimethyl ammonium,,1992445,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64061,6:2 Fluorotelomer ketone sulfonate,,1992447,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64080,6:2 Fluorotelomer sulfide (1-methanol 2-methanol) propanoate,,1992448,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64075,6:2 Fluorotelomer sulfonamido propyl amine,,1992449,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64096,6:2 Fluorotelomer sulfonamido propyl methyl amine,,1992450,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64090,6:2 Fluorotelomer sulfonamido propyl methyl amino acetic acid,,1992451,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
9393,6:2 Fluorotelomersulfonate,,,N,N,N,N,Not Assigned,Accepted,Fluorotelomer sulfonate 6:2,,2023-06-02T03:06:55-04:00
64067,6:2 fluorotelomer dimethyl ethyl betaine,,1992446,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
62790,6:4 Fluorotelomer sulfonic acid,741190-96-5,1989573,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
26376,"6H-1,3,5-Oxathiazine, 4-phenyl-2,2,6,6-tetrakis(trifluoromethyl)-",57014-91-2,1984079,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
62953,6H-Perfluoroheptanesulfonic acid,2089109-57-7,1989092,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20053,6H-Perfluorohex-1-ene,1767-94-8,1844701,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
62096,6PPD-quinone,2754428-18-5,1994588,N,N,N,N,Not Assigned,Accepted,,,2023-02-16T04:47:48-05:00
16037,"7,12-Benzo[a]anthracenquinone",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
16036,"7,12-Benzoanthracenquinone",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
493,"7,12-Dimethylbenz[a]anthracene",57-97-6,2733,Y,Y,N,N,"Organics, Other",Accepted,Nemi.gov; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
19033,"7,7,8,8,8-pentafluorooctan-1-ol",161981-34-6,1851869,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:38-04:00
20163,"7,7,8,8,9,9,10,10,10-nonafluorodecan-1-ol",181042-39-7,1844710,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20148,"7,7,8,8,9,9,10,10,11,11,12,12,12-Tridecafluoro-1-(1H-naphtho[2,3-d]imidazol-2-yl)dodecan-6-one",240121-57-7,1844711,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20243,"7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-Pentadecafluorotridec-5-ene",52717-05-2,1844712,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20228,"7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-heptadecafluorotetradecan-1-ol",129794-54-3,1844713,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20217,"7,7,8,8,9,9,10,10,11,11,12,12,13,14,14,14-Hexadecafluoro-13-(trifluoromethyl)tetradecan-1-ol",390410-82-9,1844714,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
64022,"7,7,8,8,9,9,10,10,11,12,12,12-Dodecafluoro-11-(trifluoromethyl)dodecan-1-ol",,1992454,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
22376,"7,7,8,8,9,9,10,10-Octafluoro-2-methyldecane-4,6-dione",62679-43-0,1849076,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
20202,"7,7,8,8,9,9,9-Heptafluoro-2-methylnon-2-ene-4,6-dione",559-99-9,1844715,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20728,"7,7,8-Tribromo-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",59665-25-7,1844716,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
19603,"7,7-bis(1,1,2,2,2-pentafluoroethyl)cyclohepta-1,3,5-triene",17838-67-4,1851910,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
20713,"7,8,8,8-Tetrafluoro-7-(trifluoromethyl)octan-1-ol",220469-13-6,1844717,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
64016,"7,8,8,8-Tetrafluoro-7-(trifluoromethyl)octane-1-thiol",,1992455,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20772,"7,8-Bis(5,5,6,6,7,7,7-heptafluoroheptyl)tetradecanedioic acid",67224-12-8,1850006,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20689,"7,8-Dibromo-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",51249-62-8,1844718,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20674,"7,8-Dichloro-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",319490-55-6,1844719,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
17324,"7-(2-Chloro-1,1,2-trifluoroethoxy)-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoroheptane",65064-85-9,1849736,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
20327,"7-(2-Cyclohexyl-4,6-dinitrophenyl)-2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl carbonate",42421-29-4,1974036,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
20095,"7-(Heptafluoropropyl)-4,9-dimethoxy-5H-furo[3,2-g][1]benzopyran-5-one",376383-49-2,1844707,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20189,"7-(Heptafluoropropyl)-7-hydroxy-4,9-dimethoxy-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",376380-76-6,1844708,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
20174,7-(Nonafluorobutyl)-1-benzothiophene,1608112-40-8,1844709,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
63029,7-(Pentafluorosulfanyl)perfluoroheptyl sulfonic acid,2089109-33-9,1989071,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64004,7-(Perfluoromethoxy)perfluoroheptane sulfonic acid,,1992453,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
21434,"7-Azido-1H,1H-perfluoroheptane",159707-40-1,1849563,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
20771,"7-Bromo-1,1,1,2,2,3,3-heptafluoroheptane",1391033-22-9,1844720,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
16817,"7-Bromo-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoroheptane",376-31-8,1849729,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
17982,"7-Bromo-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene",922141-58-0,1973926,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
18350,"7-Chloro-1,1,1,2,2,3,3,4,4,5,5,6,7-tridecafluoro-6-methoxyheptane",651733-01-6,1849325,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:35-04:00
17995,"7-Chloro-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene",922141-57-9,1973925,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
16426,"7-Chloro-1,1,2,3,3,4,4,5,5,6,6,7,7-tridecafluorohept-1-ene",66443-81-0,1849695,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:29-04:00
63053,"7-Chloro-2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol",76711-89-2,1989603,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20346,"7-Chloro-2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptanoyl fluoride",662-63-5,1973545,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
19736,7-Chloro-perfluoroheptanoic acid,1550-24-9,1849963,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
19836,7-Chloroperfluoroheptanoyl chloride,662-62-4,1849407,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
20756,"7-Ethyl-1,1,1,2,2,3,3-heptafluorononane-4,6-dione",80284-42-0,1844721,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20877,7-H-Perfluoroheptanoate,69681-35-2,1973586,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
20824,"7-Hydroxy-4,9-dimethoxy-7-(nonafluorobutyl)-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",376382-61-5,1844724,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
16035,7-Hydroxycarbofuran,,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
4173,7-Hydroxyquetiapine,139079-39-3,,N,N,N,N,"Organics, Other",Accepted,; Request Date: 30-MAY-13,,2013-05-30T08:42:18-04:00
4846,7-Methylbenzo[a]pyrene,63041-77-0,,N,N,N,N,Not Assigned,Accepted,; Request Date: 31-MAR-14,,2014-03-31T09:00:00-04:00
16997,"7-Octadecene, 1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-, (7E)-",131851-05-3,1849184,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
494,7-Phenyltetradecane,4534-54-7,52450236,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
495,7-Phenyltetradecane + 6-phenyltridecane mix,,52450996,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:40:07-05:00
18021,"7-[(Hex-1-en-3-yl)oxy]-4,6-dinitro-2-(pentafluoroethyl)-1H-benzimidazole",60285-68-9,1973404,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
30886,"7.lamda.^4-[1,2]Dithiolo[1,5-b][1,2]dithiole, 2,5-dimethyl-3-[2-[2,2,2-trifluoro-1-(trifluoromethyl)ethyl]-4-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]-1,3-dithietan-2-yl]-",66172-14-3,1984254,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-23T11:32:45-05:00
20399,7229-93-8,7229-93-8,1848909,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:42-04:00
64033,7:1 Fluorotelomer amino ethyl trimethyl ammonium,,1992456,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64028,7:2 Fluorotelomer ketone sulfonate,,1992457,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
6861,"7H-Dibenzo(b,g)carbazole, 7-methyl-",3557-49-1,,N,N,N,N,Not Assigned,Accepted,; Request Date: 11-JAN-18,,2018-01-11T10:06:52-05:00
16828,7H-Perfluoroheptanal,647-44-9,1849727,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
19533,7H-Perfluoroheptanamide,6395-47-7,1849912,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
20745,7H-Perfluoroheptanoic acid,1546-95-8,1844722,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20730,7H-Perfluoroheptanoyl chloride,41405-35-0,1844723,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
63267,7H-Perfluorooctanesulfonic acid,2089109-58-8,1989093,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
32558,8(14)-Abietenic acid,19407-37-5,,N,N,N,N,"Organics, Other",Accepted,1;,,2022-04-12T08:58:34-04:00
63948,"8,8,9,9,10,10,11,11,12,12,13,13,13-Tridecafluorotridecanoic acid",34598-27-1,1989242,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20783,"8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentadecafluorotetradec-6-ene",38787-60-9,1844727,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
18159,"8,8,9,9,9-Pentafluoro-7-(pentafluoroethyl)non-6-en-1-amine",917867-93-7,1973904,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:34-04:00
