TRANSECT,Group,Species,DEPTH_CLASS,Epi_Density_m3,DeepTow_Density_m3,Hypo_Density_m3,Total_Density_m3,Latitude,Longitude
RAC38,ImmatureCalanoid,Calanoid copepodites,D,493.1517517,8161.567411,7978.918614,8654.719162,42.810217,-87.3572
RAC38,ImmatureCalanoid,Epischura copepodites,D,33.92049086,52.75920171,40.19605695,86.67969257,42.810217,-87.3572
RAC38,AdultCyclopoid,Diacyclops thomasi,D,3.392049086,968.9097659,967.6534514,972.301815,42.810217,-87.3572
RAC38,AdultCyclopoid,Diacyclops thomasi,D,3.392049086,968.9097659,967.6534514,972.301815,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus ashlandi,D,6.784098171,949.6656308,947.1530019,956.449729,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus ashlandi,D,6.784098171,949.6656308,947.1530019,956.449729,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,D,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,D,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,D,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Leptodiaptomus minutus,D,170.124308,949.6656308,886.6566279,1119.789939,42.810217,-87.3572
RAC38,AdultCalanoid,Epischura lacustris,D,10.17614726,52.75920171,48.99025828,62.93534897,42.810217,-87.3572
RAC38,Rotifera,Collotheca spp.,D,261.9705601,1890.790325,1793.764192,2152.760885,42.810217,-87.3572
RAC38,Rotifera,Conochilus unicornis,D,NA,20922.80744,NA,20922.80744,42.810217,-87.3572
RAC38,Rotifera,Gastropus spp.,D,NA,131.4655518,NA,131.4655518,42.810217,-87.3572
RAC38,Rotifera,Kellicottia longispina,D,690.4124523,838.4172321,582.7089165,1528.829684,42.810217,-87.3572
RAC38,Rotifera,Polyarthra spp.,D,23.7443436,448.0207621,439.2265607,471.7651057,42.810217,-87.3572
RAC38,Rotifera,Synchaeta spp.,D,12.00263523,358.1787608,353.7333404,370.181396,42.810217,-87.3572
RAC38,Nauplii,Copepod nauplii,D,1928.510369,6017.468049,5303.20495,7945.978418,42.810217,-87.3572
RAC38,Mollusks,Dreissenid Veligers,D,142.7269884,1426.228256,1373.366409,1568.955245,42.810217,-87.3572
RAC5,Cladoceran,Bythotrephes longimanus,S,0.852452126,NA,NA,0.852452126,42.826133,-87.753933
RAC5,Cladoceran,Cercopagis pengoi,S,23.86865953,55.14815287,25.31232846,79.01681241,42.826133,-87.753933
RAC5,Cladoceran,Bosmina longirostris,S,518.7171188,223.218714,223.218714,741.9358328,42.826133,-87.753933
RAC5,ImmatureCyclopoid,Cyclops copepodites,S,14.06546008,2.188418765,2.188418765,16.25387885,42.826133,-87.753933
RAC5,ImmatureCalanoid,Calanoid copepodites,S,39.21279781,73.09318675,24.07718949,112.3059846,42.826133,-87.753933
RAC5,ImmatureCalanoid,Epischura copepodites,S,5.54093882,7.878307553,0.952134028,13.41924637,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,S,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,S,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,S,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,S,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Epischura lacustris,S,2.983582442,3.939153777,0.209675725,6.922736218,42.826133,-87.753933
RAC5,Rotifera,Collotheca spp.,S,370.3904488,298.5003195,298.5003195,668.8907684,42.826133,-87.753933
RAC5,Rotifera,Conochilus unicornis,S,8242.359608,15002.486,4699.53649,23244.84561,42.826133,-87.753933
RAC5,Rotifera,Gastropus spp.,S,138.9496966,149.2501598,149.2501598,288.1998563,42.826133,-87.753933
RAC5,Rotifera,Kellicottia longispina,S,92.49105569,298.5003195,182.8864999,390.9913752,42.826133,-87.753933
RAC5,Rotifera,Keratella spp.,S,46.45864088,74.84392176,16.77062066,121.3025626,42.826133,-87.753933
RAC5,Rotifera,Polyarthra spp.,S,231.4407523,NA,NA,231.4407523,42.826133,-87.753933
RAC5,Rotifera,Synchaeta spp.,S,7871.969159,7911.571519,7911.571519,15783.54068,42.826133,-87.753933
RAC5,Nauplii,Copepod nauplii,S,694.7484829,447.7504793,447.7504793,1142.498962,42.826133,-87.753933
RAC5,Mollusks,Dreissenid Veligers,S,1065.138932,821.0947206,821.0947206,1886.233652,42.826133,-87.753933
RAC5,Cladoceran,Cercopagis pengoi,D,23.86865953,55.14815287,25.31232846,79.01681241,42.826133,-87.753933
RAC5,Cladoceran,Bosmina longirostris,D,518.7171188,223.218714,223.218714,741.9358328,42.826133,-87.753933
RAC5,Cladoceran,Daphnia galeata mendotae,D,NA,2.188418765,NA,2.188418765,42.826133,-87.753933
RAC5,Cladoceran,Leptodora kindti,D,NA,2.188418765,NA,2.188418765,42.826133,-87.753933
RAC5,ImmatureCyclopoid,Cyclops copepodites,D,14.06546008,2.188418765,2.188418765,16.25387885,42.826133,-87.753933
RAC5,ImmatureCalanoid,Calanoid copepodites,D,39.21279781,73.09318675,24.07718949,112.3059846,42.826133,-87.753933
RAC5,ImmatureCalanoid,Epischura copepodites,D,5.54093882,7.878307553,0.952134028,13.41924637,42.826133,-87.753933
RAC5,Harpacticoid,Harpacticoid copepodites,D,NA,6.127572542,NA,6.127572542,42.826133,-87.753933
RAC5,AdultCyclopoid,Diacyclops thomasi,D,NA,2.188418765,NA,2.188418765,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus ashlandi,D,NA,7.878307553,NA,7.878307553,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,D,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,D,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,D,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Leptodiaptomus minutus,D,69.90107435,94.53969064,7.163347706,164.440765,42.826133,-87.753933
RAC5,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,2.188418765,NA,2.188418765,42.826133,-87.753933
RAC5,AdultCalanoid,Epischura lacustris,D,2.983582442,3.939153777,0.209675725,6.922736218,42.826133,-87.753933
RAC5,Rotifera,Collotheca spp.,D,370.3904488,298.5003195,298.5003195,668.8907684,42.826133,-87.753933
RAC5,Rotifera,Conochilus unicornis,D,8242.359608,15002.486,4699.53649,23244.84561,42.826133,-87.753933
RAC5,Rotifera,Gastropus spp.,D,138.9496966,149.2501598,149.2501598,288.1998563,42.826133,-87.753933
RAC5,Rotifera,Kellicottia longispina,D,92.49105569,298.5003195,182.8864999,390.9913752,42.826133,-87.753933
RAC5,Rotifera,Keratella spp.,D,46.45864088,74.84392176,16.77062066,121.3025626,42.826133,-87.753933
RAC5,Rotifera,Synchaeta spp.,D,7871.969159,7911.571519,7911.571519,15783.54068,42.826133,-87.753933
RAC5,Nauplii,Copepod nauplii,D,694.7484829,447.7504793,447.7504793,1142.498962,42.826133,-87.753933
RAC5,Mollusks,Dreissenid Veligers,D,1065.138932,821.0947206,821.0947206,1886.233652,42.826133,-87.753933
RAC8,Cladoceran,Cercopagis pengoi,S,120.3775524,5.088073628,5.088073628,125.465626,42.8247,-87.719967
RAC8,Cladoceran,Bosmina longirostris,S,91.05481526,14.92501598,14.92501598,105.9798312,42.8247,-87.719967
RAC8,Cladoceran,Daphnia galeata mendotae,S,13.50389209,23.7443436,16.37858427,37.24823569,42.8247,-87.719967
RAC8,Cladoceran,Leptodora kindti,S,6.559033303,NA,NA,6.559033303,42.8247,-87.719967
RAC8,ImmatureCyclopoid,Cyclops copepodites,S,13.50389209,20.86110188,13.49534255,34.36499397,42.8247,-87.719967
RAC8,ImmatureCalanoid,Calanoid copepodites,S,235.7393734,294.4298606,165.8447479,530.169234,42.8247,-87.719967
RAC8,ImmatureCalanoid,Epischura copepodites,S,20.0629254,8.988930077,8.988930077,29.05185547,42.8247,-87.719967
RAC8,Harpacticoid,Harpacticoid copepodites,S,3.472429396,NA,NA,3.472429396,42.8247,-87.719967
RAC8,AdultCyclopoid,Diacyclops thomasi,S,3.472429396,5.9360859,4.042033502,9.408515295,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,S,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,S,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,S,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,S,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Skistodiaptomus oregonensis,S,3.472429396,5.9360859,4.042033502,9.408515295,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus sicilis,S,10.0314627,NA,NA,10.0314627,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus sicilis,S,10.0314627,NA,NA,10.0314627,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,S,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,S,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,S,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,S,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,Rotifera,Asplanchna spp,S,47.84236056,NA,NA,47.84236056,42.8247,-87.719967
RAC8,Rotifera,Collotheca spp.,S,476.8803037,337.0000766,76.88354738,813.8803803,42.8247,-87.719967
RAC8,Rotifera,Conochilus unicornis,S,3718.586057,10782.30643,8753.986761,14500.89249,42.8247,-87.719967
RAC8,Rotifera,Kellicottia longispina,S,381.581408,168.4152371,168.4152371,549.9966451,42.8247,-87.719967
RAC8,Rotifera,Polyarthra spp.,S,47.84236056,42.06140866,15.96557563,89.90376922,42.8247,-87.719967
RAC8,Rotifera,Synchaeta spp.,S,5768.862703,631.7691422,631.7691422,6400.631845,42.8247,-87.719967
RAC8,Nauplii,Copepod nauplii,S,95.29889563,337.0000766,285.0188608,432.2989723,42.8247,-87.719967
RAC8,Mollusks,Dreissenid Veligers,S,572.1791993,2442.953751,2130.856006,3015.132951,42.8247,-87.719967
RAC8,Cladoceran,Cercopagis pengoi,D,120.3775524,5.088073628,5.088073628,125.465626,42.8247,-87.719967
RAC8,Cladoceran,Bosmina longirostris,D,91.05481526,14.92501598,14.92501598,105.9798312,42.8247,-87.719967
RAC8,Cladoceran,Daphnia galeata mendotae,D,13.50389209,23.7443436,16.37858427,37.24823569,42.8247,-87.719967
RAC8,ImmatureCyclopoid,Cyclops copepodites,D,13.50389209,20.86110188,13.49534255,34.36499397,42.8247,-87.719967
RAC8,ImmatureCalanoid,Calanoid copepodites,D,235.7393734,294.4298606,165.8447479,530.169234,42.8247,-87.719967
RAC8,ImmatureCalanoid,Epischura copepodites,D,20.0629254,8.988930077,8.988930077,29.05185547,42.8247,-87.719967
RAC8,AdultCyclopoid,Diacyclops thomasi,D,3.472429396,5.9360859,4.042033502,9.408515295,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus ashlandi,D,NA,8.988930077,NA,8.988930077,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,D,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,D,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,D,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Leptodiaptomus minutus,D,336.4398259,434.1822829,250.6696506,770.6221088,42.8247,-87.719967
RAC8,AdultCalanoid,Skistodiaptomus oregonensis,D,3.472429396,5.9360859,4.042033502,9.408515295,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,D,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,D,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,D,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,AdultCalanoid,Epischura lacustris,D,27.00778419,24.08354851,9.352029859,51.09133269,42.8247,-87.719967
RAC8,Rotifera,Collotheca spp.,D,476.8803037,337.0000766,76.88354738,813.8803803,42.8247,-87.719967
RAC8,Rotifera,Conochilus unicornis,D,3718.586057,10782.30643,8753.986761,14500.89249,42.8247,-87.719967
RAC8,Rotifera,Kellicottia longispina,D,381.581408,168.4152371,168.4152371,549.9966451,42.8247,-87.719967
RAC8,Rotifera,Keratella spp.,D,NA,42.06140866,NA,42.06140866,42.8247,-87.719967
RAC8,Rotifera,Polyarthra spp.,D,47.84236056,42.06140866,15.96557563,89.90376922,42.8247,-87.719967
RAC8,Rotifera,Synchaeta spp.,D,5768.862703,631.7691422,631.7691422,6400.631845,42.8247,-87.719967
RAC8,Nauplii,Copepod nauplii,D,95.29889563,337.0000766,285.0188608,432.2989723,42.8247,-87.719967
RAC8,Mollusks,Dreissenid Veligers,D,572.1791993,2442.953751,2130.856006,3015.132951,42.8247,-87.719967
ROW5,Cladoceran,Bythotrephes longimanus,S,0.397417908,0.158967163,0.08521951,0.556385071,45.0570333,-87.01555
ROW5,Cladoceran,Cercopagis pengoi,S,0.198708954,1.271737305,1.234863479,1.470446259,45.0570333,-87.01555
ROW5,Cladoceran,Bosmina longirostris,S,351.5161395,724.4133624,659.1835633,1075.929502,45.0570333,-87.01555
ROW5,Cladoceran,Eubosmina coregoni,S,5.56385071,49.9951728,48.96270566,55.55902351,45.0570333,-87.01555
ROW5,Cladoceran,Holopedium gibberum,S,2.781925355,NA,NA,2.781925355,45.0570333,-87.01555
ROW5,Cladoceran,Polyphemus pediculus,S,5.56385071,NA,NA,5.56385071,45.0570333,-87.01555
ROW5,ImmatureCyclopoid,Cyclops copepodites,S,61.79848467,1673.685777,1662.218017,1735.484262,45.0570333,-87.01555
ROW5,ImmatureCalanoid,Calanoid copepodites,S,227.7204612,1323.958018,1281.700613,1551.678479,45.0570333,-87.01555
ROW5,ImmatureCalanoid,Epischura copepodites,S,16.89026108,NA,NA,16.89026108,45.0570333,-87.01555
ROW5,AdultCyclopoid,Diacyclops thomasi,S,2.781925355,NA,NA,2.781925355,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus ashlandi,S,2.781925355,174.8638794,174.3476459,177.6458048,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus ashlandi,S,2.781925355,174.8638794,174.3476459,177.6458048,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,S,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,S,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,S,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,S,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,AdultCalanoid,Epischura lacustris,S,2.781925355,NA,NA,2.781925355,45.0570333,-87.01555
ROW5,Rotifera,Asplanchna spp,S,199.1063718,12.47892231,12.47892231,211.5852941,45.0570333,-87.01555
ROW5,Rotifera,Collotheca spp.,S,232.2907671,374.6856035,331.5801003,606.9763706,45.0570333,-87.01555
ROW5,Rotifera,Conochilus unicornis,S,497.7659296,624.5025004,532.133565,1122.26843,45.0570333,-87.01555
ROW5,Rotifera,Gastropus spp.,S,99.55318591,NA,NA,99.55318591,45.0570333,-87.01555
ROW5,Rotifera,Kellicottia longispina,S,66.36879061,187.3428017,175.0269437,253.7115924,45.0570333,-87.01555
ROW5,Rotifera,Keratella spp.,S,2322.907671,836.8031467,405.7481149,3159.710818,45.0570333,-87.01555
ROW5,Rotifera,Ploesoma hudsoni,S,33.1843953,24.95784461,18.79991559,58.14223991,45.0570333,-87.01555
ROW5,Rotifera,Ploesoma truncatum,S,33.1843953,87.43193972,81.2740107,120.616335,45.0570333,-87.01555
ROW5,Rotifera,Polyarthra spp.,S,4712.382842,1136.615216,262.152421,5848.998058,45.0570333,-87.01555
ROW5,Rotifera,Synchaeta spp.,S,1227.822626,562.0284052,334.1850313,1789.851031,45.0570333,-87.01555
ROW5,Nauplii,Copepod nauplii,S,1891.510532,1561.295993,1210.294038,3452.806525,45.0570333,-87.01555
ROW5,Mollusks,Dreissenid Veligers,S,365.0283483,5645.480348,5577.743129,6010.508696,45.0570333,-87.01555
ROW5,Cladoceran,Bythotrephes longimanus,D,0.397417908,0.158967163,0.08521951,0.556385071,45.0570333,-87.01555
ROW5,Cladoceran,Cercopagis pengoi,D,0.198708954,1.271737305,1.234863479,1.470446259,45.0570333,-87.01555
ROW5,Cladoceran,Bosmina longirostris,D,351.5161395,724.4133624,659.1835633,1075.929502,45.0570333,-87.01555
ROW5,Cladoceran,Eubosmina coregoni,D,5.56385071,49.9951728,48.96270566,55.55902351,45.0570333,-87.01555
ROW5,Cladoceran,Daphnia galeata mendotae,D,NA,12.47892231,NA,12.47892231,45.0570333,-87.01555
ROW5,Cladoceran,Daphnia longiremis,D,NA,24.95784461,NA,24.95784461,45.0570333,-87.01555
ROW5,ImmatureCyclopoid,Cyclops copepodites,D,61.79848467,1673.685777,1662.218017,1735.484262,45.0570333,-87.01555
ROW5,ImmatureCalanoid,Calanoid copepodites,D,227.7204612,1323.958018,1281.700613,1551.678479,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus ashlandi,D,2.781925355,174.8638794,174.3476459,177.6458048,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus ashlandi,D,2.781925355,174.8638794,174.3476459,177.6458048,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,D,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,D,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,D,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,AdultCalanoid,Leptodiaptomus minutus,D,36.56244752,124.7892231,118.004439,161.3516706,45.0570333,-87.01555
ROW5,Rotifera,Ascomorpha spp.,D,NA,37.43676692,NA,37.43676692,45.0570333,-87.01555
ROW5,Rotifera,Asplanchna spp,D,199.1063718,12.47892231,12.47892231,211.5852941,45.0570333,-87.01555
ROW5,Rotifera,Collotheca spp.,D,232.2907671,374.6856035,331.5801003,606.9763706,45.0570333,-87.01555
ROW5,Rotifera,Conochilus unicornis,D,497.7659296,624.5025004,532.133565,1122.26843,45.0570333,-87.01555
ROW5,Rotifera,Kellicottia longispina,D,66.36879061,187.3428017,175.0269437,253.7115924,45.0570333,-87.01555
ROW5,Rotifera,Keratella spp.,D,2322.907671,836.8031467,405.7481149,3159.710818,45.0570333,-87.01555
ROW5,Rotifera,Keratella quadrata,D,NA,12.47892231,NA,12.47892231,45.0570333,-87.01555
ROW5,Rotifera,Ploesoma hudsoni,D,33.1843953,24.95784461,18.79991559,58.14223991,45.0570333,-87.01555
ROW5,Rotifera,Ploesoma truncatum,D,33.1843953,87.43193972,81.2740107,120.616335,45.0570333,-87.01555
ROW5,Rotifera,Polyarthra spp.,D,4712.382842,1136.615216,262.152421,5848.998058,45.0570333,-87.01555
ROW5,Rotifera,Synchaeta spp.,D,1227.822626,562.0284052,334.1850313,1789.851031,45.0570333,-87.01555
ROW5,Rotifera,Trichocerca spp.,D,NA,62.47409511,NA,62.47409511,45.0570333,-87.01555
ROW5,Nauplii,Copepod nauplii,D,1891.510532,1561.295993,1210.294038,3452.806525,45.0570333,-87.01555
ROW5,Mollusks,Dreissenid Veligers,D,365.0283483,5645.480348,5577.743129,6010.508696,45.0570333,-87.01555
ROW8,Cladoceran,Bosmina longirostris,S,44.70951463,372.7779975,368.4160937,417.4875122,45.0546,-86.9775333
ROW8,Cladoceran,Eubosmina coregoni,S,4.172888032,14.90317154,14.49606052,19.07605958,45.0546,-86.9775333
ROW8,Cladoceran,Polyphemus pediculus,S,2.185798493,NA,NA,2.185798493,45.0546,-86.9775333
ROW8,ImmatureCyclopoid,Cyclops copepodites,S,87.23323077,2042.827401,2034.316842,2130.060631,45.0546,-86.9775333
ROW8,ImmatureCalanoid,Calanoid copepodites,S,234.0791477,1655.146232,1632.309242,1889.225379,45.0546,-86.9775333
ROW8,ImmatureCalanoid,Epischura copepodites,S,14.90317154,NA,NA,14.90317154,45.0546,-86.9775333
ROW8,AdultCyclopoid,Diacyclops thomasi,S,2.185798493,387.6811691,387.4679205,389.8669676,45.0546,-86.9775333
ROW8,AdultCyclopoid,Diacyclops thomasi,S,2.185798493,387.6811691,387.4679205,389.8669676,45.0546,-86.9775333
ROW8,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,4.371596986,NA,NA,4.371596986,45.0546,-86.9775333
ROW8,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,4.371596986,NA,NA,4.371596986,45.0546,-86.9775333
ROW8,AdultCalanoid,Leptodiaptomus ashlandi,S,8.544485018,328.0684829,327.2348746,336.6129679,45.0546,-86.9775333
ROW8,AdultCalanoid,Leptodiaptomus ashlandi,S,8.544485018,328.0684829,327.2348746,336.6129679,45.0546,-86.9775333
ROW8,AdultCalanoid,Leptodiaptomus ashlandi,S,8.544485018,328.0684829,327.2348746,336.6129679,45.0546,-86.9775333
ROW8,AdultCalanoid,Leptodiaptomus ashlandi,S,8.544485018,328.0684829,327.2348746,336.6129679,45.0546,-86.9775333
ROW8,AdultCalanoid,Leptodiaptomus minutus,S,36.36373857,NA,NA,36.36373857,45.0546,-86.9775333
ROW8,AdultCalanoid,Leptodiaptomus minutus,S,36.36373857,NA,NA,36.36373857,45.0546,-86.9775333
ROW8,AdultCalanoid,Leptodiaptomus sicilis,S,4.172888032,NA,NA,4.172888032,45.0546,-86.9775333
ROW8,Rotifera,Asplanchna spp,S,60.20881304,NA,NA,60.20881304,45.0546,-86.9775333
ROW8,Rotifera,Collotheca spp.,S,241.0339611,268.4061195,244.8906111,509.4400806,45.0546,-86.9775333
ROW8,Rotifera,Conochilus unicornis,S,1959.071577,139.1956222,139.1956222,2098.267199,45.0546,-86.9775333
ROW8,Rotifera,Gastropus spp.,S,15.1018805,19.87089539,18.3975412,34.97277589,45.0546,-86.9775333
ROW8,Rotifera,Kellicottia longispina,S,60.20881304,59.66236341,53.78833287,119.8711764,45.0546,-86.9775333
ROW8,Rotifera,Keratella spp.,S,843.9169273,497.020771,414.6874122,1340.937698,45.0546,-86.9775333
ROW8,Rotifera,Ploesoma truncatum,S,90.41257403,NA,NA,90.41257403,45.0546,-86.9775333
ROW8,Rotifera,Polyarthra spp.,S,1687.833855,646.1518409,481.4851234,2333.985695,45.0546,-86.9775333
ROW8,Rotifera,Synchaeta spp.,S,542.4754442,705.8142043,652.8897707,1248.289648,45.0546,-86.9775333
ROW8,Nauplii,Copepod nauplii,S,1175.363462,3588.63403,3473.964424,4763.997493,45.0546,-86.9775333
ROW8,Mollusks,Dreissenid Veligers,S,572.6792052,616.3454978,560.4743558,1189.024703,45.0546,-86.9775333
ROW8,Cladoceran,Cercopagis pengoi,D,NA,0.198708954,NA,0.198708954,45.0546,-86.9775333
